lemRank,lemma,word
2549,boyfriend,boy-friend
2549,boyfriend,boy-friends
2550,consideration,consideration
2550,consideration,considerations
2551,prior,prior
2552,retirement,retirement
2552,retirement,retirements
2553,rarely,rarely
2554,joint,joint
2554,joint,jointer
2555,doubt,doubt
2555,doubt,doubted
2555,doubt,doubts
2555,doubt,doubting
2556,preserve,preserve
2556,preserve,preserved
2556,preserve,preserving
2556,preserve,preserves
2557,enormous,enormous
2558,cigarette,cigarette
2558,cigarette,cigarettes
2559,factory,factory
2559,factory,factories
2560,valuable,valuable
2561,clip,clip
2561,clip,clips
2562,electric,electric
2563,giant,giants
2563,giant,giant
2564,slave,slave
2564,slave,slaves
2565,submit,submit
2565,submit,submitted
2565,submit,submitting
2565,submit,submits
2566,effectively,effectively
2567,Christian,christians
2567,Christian,christian
2568,monitor,monitor
2568,monitor,monitoring
2568,monitor,monitored
2568,monitor,monitors
2569,wonder,wonder
2569,wonder,wonders
2569,wonder,wondering
2570,resolve,resolve
2570,resolve,resolved
2570,resolve,resolving
2570,resolve,resolves
2571,remaining,remaining
2572,participation,participation
2572,participation,participations
2573,stream,stream
2573,stream,streams
2573,stream,streaming
2574,rid,rid
2574,rid,ridding
2574,rid,rids
2575,origin,origin
2575,origin,origins
2576,teen,teen
2576,teen,teens
2577,particular,particular
2578,congressional,congressional
2579,bind,bound
2579,bind,bind
2579,bind,binding
2579,bind,binds
2580,coat,coat
2580,coat,coats
2580,coat,coati
2581,tower,tower
2581,tower,towers
2582,license,license
2582,license,licenses
2583,Twitter,twitter
2583,Twitter,twitters
2584,impose,imposed
2584,impose,impose
2584,impose,imposing
2584,impose,imposes
2585,innocent,innocent
2586,curriculum,curriculum
2586,curriculum,curricula
2586,curriculum,curriculums
2587,mail,mail
2587,mail,mails
2588,estimate,estimates
2588,estimate,estimate
2589,insight,insight
2589,insight,insights
2590,investigator,investigators
2590,investigator,investigator
2591,virus,virus
2591,virus,viruses
2592,hurricane,hurricane
2592,hurricane,hurricanes
2593,accurate,accurate
2594,provision,provisions
2594,provision,provision
2595,strike,strike
2595,strike,strikes
2596,communicate,communicate
2596,communicate,communicating
2596,communicate,communicated
2596,communicate,communicates
2597,cross,cross
2597,cross,crosses
2598,vary,vary
2598,vary,varies
2598,vary,varied
2598,vary,varying
2599,jacket,jacket
2599,jacket,jackets
2600,increasing,increasing
2601,green,green
2601,green,greens
2602,equally,equally
2603,pay,pay
2604,in,in
2605,light,lit
2605,light,light
2605,light,lighting
2605,light,lights
2605,light,lighted
2606,implication,implications
2606,implication,implication
2607,fiction,fiction
2607,fiction,fictions
2608,protest,protest
2608,protest,protests
2609,mama,mama
2609,mama,mamas
2610,imply,implies
2610,imply,imply
2610,imply,implied
2610,imply,implying
2611,twin,twins
2611,twin,twin
2612,pant,pants
2612,pant,pant
2613,another,another
2614,ahead,ahead
2615,bend,bent
2615,bend,bend
2615,bend,bending
2615,bend,bends
2615,bend,bended
2616,shock,shock
2616,shock,shocks
2617,exercise,exercise
2617,exercise,exercising
2617,exercise,exercised
2617,exercise,exercises
2618,criteria,criteria
2618,criteria,criterion
2618,criteria,criterions
2619,Arab,arab
2620,dirty,dirty
2620,dirty,dirtiest
2620,dirty,dirtier
2621,ring,ring
2621,ring,rang
2621,ring,rings
2621,ring,ringing
2621,ring,rung
2621,ring,ringed
2622,toy,toys
2622,toy,toy
2623,potentially,potentially
2624,assault,assault
2624,assault,assaults
2625,peak,peak
2625,peak,peaks
2625,peak,peaking
2626,anger,anger
2626,anger,angers
2627,boot,boots
2627,boot,boot
2628,dramatic,dramatic
2629,peer,peers
2629,peer,peer
2630,enhance,enhance
2630,enhance,enhanced
2630,enhance,enhancing
2630,enhance,enhances
2631,math,math
2632,slide,slid
2632,slide,slide
2632,slide,sliding
2632,slide,slides
2632,slide,slided
2633,favor,favor
2633,favor,favors
2633,favor,favour
2633,favor,favours
2634,pink,pink
2634,pink,pinker
2634,pink,pinkest
2635,dust,dust
2635,dust,dusts
2636,aunt,aunt
2636,aunt,aunts
2637,lost,lost
2638,prospect,prospect
2638,prospect,prospects
2639,mood,mood
2639,mood,moods
2640,mm-hmm,mm-hmm
2641,settlement,settlement
2641,settlement,settlements
2642,rather,rather
2643,justify,justify
2643,justify,justified
2643,justify,justifies
2643,justify,justifying
2644,depth,depth
2644,depth,depths
2645,juice,juice
2645,juice,juices
2645,juice,juiced
2646,formal,formal
2647,virtually,virtually
2648,gallery,gallery
2648,gallery,galleries
2649,tension,tension
2649,tension,tensions
2650,throat,throat
2650,throat,throats
2651,draft,draft
2651,draft,drafts
2652,reputation,reputation
2652,reputation,reputations
2653,index,index
2653,index,indices
2653,index,indexes
2654,normally,normally
2655,mess,mess
2655,mess,messes
2656,joy,joy
2656,joy,joys
2657,steel,steel
2657,steel,steels
2658,motor,motor
2658,motor,motors
2659,enterprise,enterprise
2659,enterprise,enterprises
2660,salary,salary
2660,salary,salaries
2661,moreover,moreover
2662,giant,giant
2663,cousin,cousin
2663,cousin,cousins
2664,ordinary,ordinary
2665,graduate,graduated
2665,graduate,graduate
2665,graduate,graduating
2666,dozen,dozen
2666,dozen,dozens
2667,evolution,evolution
2667,evolution,evolutions
2668,so-called,so-called
2668,so-called,socalled
2669,helpful,helpful
2670,competitive,competitive
2671,lovely,lovely
2671,lovely,loveliest
2671,lovely,lovelier
2672,fishing,fishing
2673,anxiety,anxiety
2673,anxiety,anxieties
2674,professional,professionals
2674,professional,professional
2675,carbon,carbon
2675,carbon,carbons
2676,essay,essay
2676,essay,essays
2677,Islamic,islamic
2678,honor,honor
2678,honor,honored
2678,honor,honoring
2678,honor,honors
2679,drama,drama
2679,drama,dramas
2680,odd,odd
2680,odd,odder
2681,evil,evil
2681,evil,evilest
2682,stranger,stranger
2682,stranger,strangers
2683,belt,belt
2683,belt,belts
2684,urge,urged
2684,urge,urging
2684,urge,urge
2684,urge,urges
2685,toss,tossed
2685,toss,toss
2685,toss,tossing
2685,toss,tosses
2686,fifth,fifth
2687,formula,formula
2687,formula,formulas
2687,formula,formulae
2688,potato,potatoes
2688,potato,potato
2688,potato,potatos
2688,potato,po-ta-to
2689,monster,monster
2689,monster,monsters
2690,smoke,smoke
2690,smoke,smokes
2691,telephone,telephone
2691,telephone,telephones
2692,rape,rape
2692,rape,rapes
2693,palm,palm
2693,palm,palms
2694,jet,jet
2694,jet,jets
2695,Navy,navy
2695,Navy,navies
2696,excited,excited
2697,plot,plot
2697,plot,plots
2698,angle,angle
2698,angle,angles
2699,criticize,criticized
2699,criticize,criticize
2699,criticize,criticizing
2699,criticize,criticizes
2699,criticize,criticised
2699,criticize,criticise
2699,criticize,criticising
2700,prisoner,prisoners
2700,prisoner,prisoner
2701,discipline,discipline
2701,discipline,disciplines
2702,negotiation,negotiations
2702,negotiation,negotiation
2703,damn,damn
2704,butter,butter
2704,butter,butters
2705,desert,desert
2705,desert,deserts
2706,complicated,complicated
2707,prize,prize
2707,prize,prizes
2708,blind,blind
2708,blind,blinder
2708,blind,blindest
2709,assign,assigned
2709,assign,assign
2709,assign,assigning
2709,assign,assigns
2710,bullet,bullet
2710,bullet,bullets
2711,awareness,awareness
2711,awareness,awarenesses
2712,sequence,sequence
2712,sequence,sequences
2713,illustrate,illustrated
2713,illustrate,illustrate
2713,illustrate,illustrates
2713,illustrate,illustrating
2714,drop,drop
2714,drop,drops
2715,pack,pack
2715,pack,packs
2716,provider,providers
2716,provider,provider
2717,fucking,fucking
2718,minor,minor
2719,activist,activists
2719,activist,activist
2720,poem,poem
2720,poem,poems
2721,vacation,vacation
2721,vacation,vacations
2722,weigh,weigh
2722,weigh,weighed
2722,weigh,weighing
2722,weigh,weighs
2723,gang,gang
2723,gang,gangs
2724,privacy,privacy
2724,privacy,privacies
2725,clock,clock
2725,clock,clocks
2726,arrange,arranged
2726,arrange,arrange
2726,arrange,arranging
2726,arrange,arranges
2727,penalty,penalty
2727,penalty,penalties
2728,stomach,stomach
2728,stomach,stomachs
2729,concert,concert
2729,concert,concerts
2729,concert,concerti
2730,originally,originally
2731,statistics,statistics
2732,electronic,electronic
2733,properly,properly
2734,bureau,bureau
2734,bureau,bureaus
2734,bureau,bureaux
2735,wolf,wolf
2735,wolf,wolves
2735,wolf,wolfs
2736,and/or,and/or
2737,classic,classic
2738,recommendation,recommendations
2738,recommendation,recommendation
2739,exciting,exciting
2740,maker,makers
2740,maker,maker
2741,dear,dear
2741,dear,dearest
2741,dear,dearer
2742,impression,impression
2742,impression,impressions
2743,broken,broken
2744,battery,battery
2744,battery,batteries
2745,narrative,narrative
2745,narrative,narratives
2746,process,process
2746,process,processing
2746,process,processed
2746,process,processes
2747,arise,arise
2747,arise,arose
2747,arise,arises
2747,arise,arising
2747,arise,arisen
2748,kid,kidding
2748,kid,kid
2748,kid,kidded
2748,kid,kids
2749,sake,sake
2749,sake,sakes
2750,delivery,delivery
2750,delivery,deliveries
2751,forgive,forgive
2751,forgive,forgiven
2751,forgive,forgave
2751,forgive,forgives
2751,forgive,forgiving
2752,visible,visible
2753,heavily,heavily
2754,junior,junior
2755,Rep,rep
2755,Rep,reps
2756,diversity,diversity
2756,diversity,diversities
2757,string,string
2757,string,strings
2758,lawsuit,lawsuit
2758,lawsuit,lawsuits
2759,latter,latter
2760,cute,cute
2760,cute,cutest
2760,cute,cuter
2761,deputy,deputy
2761,deputy,deputies
2762,restore,restore
2762,restore,restored
2762,restore,restoring
2762,restore,restores
2763,buddy,buddy
2763,buddy,buddies
2764,psychological,psychological
2765,besides,besides
2766,intense,intense
2767,friendly,friendly
2767,friendly,friendlier
2767,friendly,friendliest
2768,evil,evil
2768,evil,evils
2769,lane,lane
2769,lane,lanes
2770,hungry,hungry
2770,hungry,hungrier
2770,hungry,hungriest
2771,bean,beans
2771,bean,bean
2772,sauce,sauce
2772,sauce,sauces
2773,print,print
2773,print,printed
2773,print,printing
2773,print,prints
2774,dominate,dominated
2774,dominate,dominate
2774,dominate,dominates
2774,dominate,dominating
2775,testing,testing
2775,testing,testings
2776,trick,trick
2776,trick,tricks
2777,fantasy,fantasy
2777,fantasy,fantasies
2778,absence,absence
2778,absence,absences
2779,offensive,offensive
2780,symbol,symbol
2780,symbol,symbols
2781,recognition,recognition
2781,recognition,recognitions
2782,detect,detect
2782,detect,detected
2782,detect,detecting
2782,detect,detects
2783,tablespoon,tablespoons
2783,tablespoon,tablespoon
2783,tablespoon,tbsp
2783,tablespoon,tbsps
2784,construct,constructed
2784,construct,construct
2784,construct,constructing
2784,construct,constructs
2785,hmm,hmm
2786,arrest,arrest
2786,arrest,arrests
2787,approval,approval
2787,approval,approvals
2788,AIDS,aids
2789,whereas,whereas
2790,defensive,defensive
2791,independence,independence
2792,apologize,apologize
2792,apologize,apologized
2792,apologize,apologizing
2792,apologize,apologise
2792,apologize,apologizes
2792,apologize,apologised
2792,apologize,apologises
2792,apologize,apologising
2793,top,top
2794,Asian,asian
2795,rose,rose
2795,rose,roses
2796,ghost,ghost
2796,ghost,ghosts
2797,involvement,involvement
2797,involvement,involvements
2798,permanent,permanent
2799,wire,wire
2799,wire,wires
2800,whisper,whispered
2800,whisper,whispering
2800,whisper,whispers
2800,whisper,whisper
2801,mouse,mouse
2801,mouse,mice
2801,mouse,mouses
2802,airline,airlines
2802,airline,airline
2803,founder,founder
2803,founder,founders
2804,objective,objectives
2804,objective,objective
2805,nowhere,nowhere
2806,alternative,alternative
2807,phenomenon,phenomenon
2807,phenomenon,phenomena
2807,phenomenon,phenomenons
2808,evolve,evolved
2808,evolve,evolve
2808,evolve,evolving
2808,evolve,evolves
2809,not,not
2810,exact,exact
2811,silver,silver
2811,silver,silvers
2812,cent,cents
2812,cent,cent
2813,universal,universal
2814,teenager,teenagers
2814,teenager,teenager
2814,teenager,teen-agers
2814,teenager,teen-ager
2815,crucial,crucial
2816,viewer,viewers
2816,viewer,viewer
2817,schedule,scheduled
2817,schedule,schedule
2817,schedule,scheduling
2817,schedule,schedules
2818,ridiculous,ridiculous
2819,chocolate,chocolate
2819,chocolate,chocolates
2820,sensitive,sensitive
2821,bottom,bottom
2821,bottom,bottoming
2822,grandmother,grandmother
2822,grandmother,grandmothers
2822,grandmother,grand-mother
2823,missile,missile
2823,missile,missiles
2824,roughly,roughly
2825,constitutional,constitutional
2826,adventure,adventure
2826,adventure,adventures
2827,genetic,genetic
2828,advance,advance
2828,advance,advanced
2828,advance,advancing
2828,advance,advances
2829,related,related
2830,swing,swing
2830,swing,swung
2830,swing,swinging
2830,swing,swings
2831,ultimate,ultimate
2832,manufacturer,manufacturers
2832,manufacturer,manufacturer
2833,unknown,unknown
2834,wipe,wiped
2834,wipe,wipe
2834,wipe,wiping
2834,wipe,wipes
2835,crop,crops
2835,crop,crop
2836,survival,survival
2836,survival,survivals
2837,line,lined
2837,line,line
2837,line,lining
2837,line,lines
2838,dimension,dimensions
2838,dimension,dimension
2839,resist,resist
2839,resist,resisted
2839,resist,resisting
2839,resist,resists
2840,request,requested
2840,request,request
2840,request,requesting
2840,request,requests
2841,roll,roll
2841,roll,rolls
2842,shape,shaped
2842,shape,shape
2842,shape,shaping
2842,shape,shapes
2843,darkness,darkness
2843,darkness,darknesses
2843,darkness,dark-ness
2844,guarantee,guarantee
2844,guarantee,guaranteed
2844,guarantee,guarantees
2844,guarantee,guaranteeing
2845,historic,historic
2846,educator,educators
2846,educator,educator
2847,rough,rough
2847,rough,rougher
2847,rough,roughest
2848,personnel,personnel
2849,race,racing
2849,race,race
2849,race,raced
2849,race,races
2850,confront,confront
2850,confront,confronted
2850,confront,confronting
2850,confront,confronts
2851,terrorist,terrorists
2851,terrorist,terrorist
2852,royal,royal
2853,elite,elite
2853,elite,elites
2854,occupy,occupied
2854,occupy,occupy
2854,occupy,occupies
2854,occupy,occupying
2855,emphasis,emphasis
2855,emphasis,emphases
2856,wet,wet
2856,wet,wetter
2856,wet,wettest
2857,destruction,destruction
2857,destruction,destructions
2858,raw,raw
2858,raw,rawest
2858,raw,rawer
2859,inner,inner
2860,proceed,proceed
2860,proceed,proceeded
2860,proceed,proceeding
2860,proceed,proceeds
2861,violate,violated
2861,violate,violate
2861,violate,violating
2861,violate,violates
2862,chart,chart
2862,chart,charts
2863,pace,pace
2863,pace,paces
2864,finance,finance
2864,finance,finances
2865,champion,champion
2865,champion,champions
2866,snap,snapped
2866,snap,snap
2866,snap,snapping
2866,snap,snaps
2867,suspect,suspect
2867,suspect,suspects
2868,advise,advised
2868,advise,advise
2868,advise,advises
2868,advise,advising
2869,initially,initially
2870,advanced,advanced
2871,unlikely,unlikely
2871,unlikely,unlikeliest
2871,unlikely,unlikelier
2872,barrier,barriers
2872,barrier,barrier
2873,advocate,advocates
2873,advocate,advocate
2874,label,label
2874,label,labels
2875,access,access
2875,access,accessed
2875,access,accessing
2875,access,accesses
2876,horrible,horrible
2877,burden,burden
2877,burden,burdens
2878,violation,violation
2878,violation,violations
2879,unlike,unlike
2880,idiot,idiot
2880,idiot,idiots
2881,lifetime,lifetime
2881,lifetime,lifetimes
2881,lifetime,life-time
2881,lifetime,life-times
2882,working,working
2883,fund,funded
2883,fund,fund
2883,fund,funding
2883,fund,funds
2884,ongoing,ongoing
2884,ongoing,on-going
2885,react,react
2885,react,reacted
2885,react,reacting
2885,react,reacts
2886,routine,routine
2886,routine,routines
2887,presentation,presentation
2887,presentation,presentations
2888,supply,supply
2888,supply,supplied
2888,supply,supplies
2888,supply,supplying
2889,gear,gear
2889,gear,gears
2890,photograph,photograph
2890,photograph,photographed
2890,photograph,photographing
2890,photograph,photographs
2891,Mexican,mexican
2892,stadium,stadium
2892,stadium,stadiums
2893,translate,translated
2893,translate,translate
2893,translate,translates
2893,translate,translating
2894,mortgage,mortgage
2894,mortgage,mortgages
2895,sheriff,sheriff
2895,sheriff,sheriffs
2896,clinic,clinic
2896,clinic,clinics
2897,spin,spinning
2897,spin,spin
2897,spin,spun
2897,spin,spins
2898,coalition,coalition
2898,coalition,coalitions
2899,naturally,naturally
2900,hopefully,hopefully
2901,mix,mix
2901,mix,mixes
2902,menu,menu
2902,menu,menus
2903,smooth,smooth
2903,smooth,smoother
2903,smooth,smoothest
2904,advertising,advertising
2905,interpret,interpreted
2905,interpret,interpret
2905,interpret,interpreting
2905,interpret,interprets
2906,plant,planted
2906,plant,plant
2906,plant,planting
2906,plant,plants
2907,dismiss,dismissed
2907,dismiss,dismiss
2907,dismiss,dismissing
2907,dismiss,dismisses
2908,Muslim,muslims
2908,Muslim,muslim
2909,apparent,apparent
2910,arrangement,arrangement
2910,arrangement,arrangements
2911,incorporate,incorporated
2911,incorporate,incorporate
2911,incorporate,incorporating
2911,incorporate,incorporates
2912,split,split
2912,split,splitting
2912,split,splits
2913,brilliant,brilliant
2914,storage,storage
2915,framework,framework
2915,framework,frameworks
2915,framework,frame-work
2916,honestly,honestly
2917,chase,chasing
2917,chase,chase
2917,chase,chased
2917,chase,chases
2918,sigh,sighed
2918,sigh,sighs
2918,sigh,sighing
2918,sigh,sigh
2919,assure,assure
2919,assure,assured
2919,assure,assures
2919,assure,assuring
2920,utility,utility
2920,utility,utilities
2921,taste,taste
2921,taste,tasted
2921,taste,tastes
2921,taste,tasting
2922,aggressive,aggressive
2923,cookie,cookies
2923,cookie,cookie
2924,terror,terror
2924,terror,terrors
2925,free,free
2925,free,freed
2925,free,freeing
2925,free,frees
2926,worth,worth
2926,worth,worths
2927,wealthy,wealthy
2927,wealthy,wealthiest
2927,wealthy,wealthier
2928,update,update
2928,update,updated
2928,update,updating
2928,update,updates
2929,forum,forum
2929,forum,forums
2930,alliance,alliance
2930,alliance,alliances
2931,possess,possess
2931,possess,possessed
2931,possess,possesses
2931,possess,possessing
2932,empire,empire
2932,empire,empires
2933,curious,curious
2933,curious,curiouser
2934,corn,corn
2934,corn,corns
2935,neither,neither
2936,calculate,calculated
2936,calculate,calculate
2936,calculate,calculating
2936,calculate,calculates
2937,hurry,hurry
2937,hurry,hurried
2937,hurry,hurrying
2937,hurry,hurries
2938,testimony,testimony
2938,testimony,testimonies
2939,elementary,elementary
2940,transfer,transfer
2940,transfer,transfers
2941,stake,stake
2941,stake,stakes
2942,precisely,precisely
2943,bite,bite
2943,bite,bit
2943,bite,biting
2943,bite,bitten
2943,bite,bites
2944,given,given
2945,substantial,substantial
2946,depending,depending
2947,glance,glanced
2947,glance,glancing
2947,glance,glances
2947,glance,glance
2948,tissue,tissue
2948,tissue,tissues
2949,concentration,concentration
2949,concentration,concentrations
2950,developer,developers
2950,developer,developer
2951,found,founded
2951,found,founding
2951,found,found
2951,found,founds
2952,ballot,ballot
2952,ballot,ballots
2953,consume,consumed
2953,consume,consume
2953,consume,consuming
2953,consume,consumes
2954,overcome,overcome
2954,overcome,overcoming
2954,overcome,overcame
2954,overcome,overcomes
2955,biological,biological
2956,chamber,chamber
2956,chamber,chambers
2957,similarly,similarly
2958,stick,stick
2958,stick,sticks
2959,dare,dare
2959,dare,dared
2959,dare,daring
2959,dare,dares
2960,developing,developing
2961,Tiger,tiger
2961,Tiger,tigers
2962,ratio,ratio
2962,ratio,ratios
2963,lover,lover
2963,lover,lovers
2964,expansion,expansion
2964,expansion,expansions
2965,encounter,encountered
2965,encounter,encounter
2965,encounter,encounters
2965,encounter,encountering
2966,occasionally,occasionally
2967,unemployment,unemployment
2968,pet,pet
2968,pet,pets
2969,awful,awful
2970,laboratory,laboratory
2970,laboratory,laboratories
2971,administrator,administrators
2971,administrator,administrator
2972,wind,wound
2972,wind,wind
2972,wind,winds
2972,wind,winding
2972,wind,winded
2973,quarterback,quarterback
2973,quarterback,quarterbacks
2974,rocket,rocket
2974,rocket,rockets
2975,preparation,preparation
2975,preparation,preparations
2976,relative,relatives
2976,relative,relative
2977,confident,confident
2978,strategic,strategic
2979,marine,marine
2980,quote,quote
2980,quote,quotes
2981,publisher,publisher
2981,publisher,publishers
2982,innovation,innovation
2982,innovation,innovations
2983,highlight,highlight
2983,highlight,highlighted
2983,highlight,highlights
2983,highlight,highlighting
2983,highlight,high-lighted
2983,highlight,high-lighting
2984,nut,nuts
2984,nut,nut
2985,fighter,fighters
2985,fighter,fighter
2986,rank,ranks
2986,rank,rank
2987,electricity,electricity
2988,instance,instances
2988,instance,instance
2989,fortune,fortune
2989,fortune,fortunes
2990,freeze,freeze
2990,freeze,frozen
2990,freeze,froze
2990,freeze,freezes
2990,freeze,freezing
2991,variation,variation
2991,variation,variations
2992,armed,armed
2993,negotiate,negotiate
2993,negotiate,negotiating
2993,negotiate,negotiated
2993,negotiate,negotiates
2994,laughter,laughter
2995,wisdom,wisdom
2995,wisdom,wisdoms
2996,correspondent,correspondent
2996,correspondent,correspondents
2997,mixture,mixture
2997,mixture,mixtures
2998,murder,murdered
2998,murder,murder
2998,murder,murdering
2998,murder,murders
2999,assistant,assistant
2999,assistant,assistants
3000,retain,retain
3000,retain,retained
3000,retain,retaining
3000,retain,retains
3001,tomato,tomatoes
3001,tomato,tomato
3002,Indian,indians
3002,Indian,indian
3003,testify,testify
3003,testify,testified
3003,testify,testifying
3003,testify,testifies
3004,ingredient,ingredients
3004,ingredient,ingredient
3005,since,since
3006,galaxy,galaxy
3006,galaxy,galaxies
3007,qualify,qualify
3007,qualify,qualified
3007,qualify,qualifies
3007,qualify,qualifying
3008,scheme,scheme
3008,scheme,schemes
3009,GOP,gop
3010,shame,shame
3010,shame,shames
3011,concentrate,concentrate
3011,concentrate,concentrated
3011,concentrate,concentrating
3011,concentrate,concentrates
3012,contest,contest
3012,contest,contests
3013,introduction,introduction
3013,introduction,introductions
3014,boundary,boundaries
3014,boundary,boundary
3015,tube,tube
3015,tube,tubes
3016,versus,versus
3017,chef,chef
3017,chef,chefs
3018,regularly,regularly
3019,ugly,ugly
3019,ugly,ugliest
3019,ugly,uglier
3020,screw,screwed
3020,screw,screw
3020,screw,screwing
3020,screw,screws
3021,load,load
3021,load,loads
3022,tongue,tongue
3022,tongue,tongues
3023,Palestinian,palestinian
3024,fiscal,fiscal
3025,Creek,creek
3025,Creek,creeks
3026,hip,hip
3026,hip,hips
3027,accompany,accompanied
3027,accompany,accompany
3027,accompany,accompanying
3027,accompany,accompanies
3028,decline,decline
3029,terrorism,terrorism
3030,respondent,respondents
3030,respondent,respondent
3031,narrator,narrator
3031,narrator,narrators
3032,voting,voting
3033,refugee,refugees
3033,refugee,refugee
3034,assembly,assembly
3034,assembly,assemblies
3035,fraud,fraud
3035,fraud,frauds
3036,limitation,limitations
3036,limitation,limitation
3037,house,housing
3037,house,house
3037,house,housed
3037,house,houses
3038,partnership,partnership
3038,partnership,partnerships
3039,store,stored
3039,store,store
3039,store,storing
3039,store,stores
3040,crash,crash
3040,crash,crashes
3041,surprise,surprised
3041,surprise,surprise
3041,surprise,surprises
3041,surprise,surprising
3041,surprise,suprised
3041,surprise,suprise
3041,surprise,suprising
3042,representation,representation
3042,representation,representations
3042,representation,re-presentation
3042,representation,re-presentations
3043,hold,hold
3043,hold,holds
3044,ministry,ministry
3044,ministry,ministries
3045,flat,flat
3045,flat,flatter
3045,flat,flattest
3046,wise,wise
3046,wise,wiser
3046,wise,wisest
3047,witness,witnessed
3047,witness,witness
3047,witness,witnessing
3047,witness,witnesses
3048,excuse,excuse
3048,excuse,excuses
3049,register,register
3049,register,registered
3049,register,registering
3049,register,registers
3050,comedy,comedy
3050,comedy,comedies
3051,purchase,purchase
3051,purchase,purchases
3052,tap,tap
3052,tap,tapped
3052,tap,tapping
3052,tap,taps
3053,infrastructure,infrastructure
3053,infrastructure,infrastructures
3054,organic,organic
3055,Islam,islam
3056,diverse,diverse
3057,favor,favor
3057,favor,favored
3057,favor,favors
3057,favor,favoring
3058,intellectual,intellectual
3059,tight,tight
3059,tight,tighter
3059,tight,tightest
3060,port,port
3060,port,ports
3061,fate,fate
3061,fate,fates
3062,market,market
3062,market,marketed
3062,market,marketing
3062,market,markets
3063,absolute,absolute
3064,dialogue,dialogue
3064,dialogue,dialogues
3065,Plus,plus
3065,Plus,pluses
3066,frequency,frequency
3066,frequency,frequencies
3067,tribe,tribe
3067,tribe,tribes
3068,external,external
3069,appointment,appointment
3069,appointment,appointments
3070,convert,converted
3070,convert,convert
3070,convert,converting
3070,convert,converts
3071,surprising,surprising
3072,mobile,mobile
3073,establishment,establishment
3073,establishment,establishments
3074,worried,worried
3075,bye,bye
3076,shopping,shopping
3076,shopping,shoppings
3077,celebrity,celebrity
3077,celebrity,celebrities
3078,congressman,congressman
3078,congressman,congressmen
3079,impress,impressed
3079,impress,impress
3079,impress,impresses
3079,impress,impressing
3080,taxpayer,taxpayers
3080,taxpayer,taxpayer
3080,taxpayer,tax-payer
3080,taxpayer,tax-payers
3081,adapt,adapted
3081,adapt,adapt
3081,adapt,adapting
3081,adapt,adapts
3082,publicly,publicly
3083,pride,pride
3083,pride,prides
3084,clothing,clothing
3084,clothing,clothings
3085,rapidly,rapidly
3086,domain,domain
3086,domain,domains
3087,mainly,mainly
3088,ceiling,ceiling
3088,ceiling,ceilings
3089,alter,alter
3089,alter,altered
3089,alter,altering
3089,alter,alters
3090,shelter,shelter
3090,shelter,shelters
3091,random,random
3092,obligation,obligation
3092,obligation,obligations
3093,shower,shower
3093,shower,showers
3094,beg,beg
3094,beg,begging
3094,beg,begged
3094,beg,begs
3095,asleep,asleep
3096,musician,musicians
3096,musician,musician
3097,extraordinary,extraordinary
3098,dirt,dirt
3099,PC,pc
3099,PC,pcs
3100,bell,bell
3100,bell,bells
3100,bell,belli
3101,smell,smell
3101,smell,smells
3102,damage,damaged
3102,damage,damage
3102,damage,damaging
3102,damage,damages
3103,ceremony,ceremony
3103,ceremony,ceremonies
3104,clue,clue
3104,clue,clues
3105,guideline,guidelines
3105,guideline,guideline
3106,comfort,comfort
3106,comfort,comforts
3107,near,near
3107,near,nearest
3107,near,nearer
3108,pregnancy,pregnancy
3108,pregnancy,pregnancies
3109,borrow,borrow
3109,borrow,borrowed
3109,borrow,borrowing
3109,borrow,borrows
3110,conventional,conventional
3111,tourist,tourists
3111,tourist,tourist
3112,incentive,incentives
3112,incentive,incentive
3113,custom,custom
3113,custom,customs
3114,cheek,cheek
3114,cheek,cheeks
3115,tournament,tournament
3115,tournament,tournaments
3116,double,doubled
3116,double,double
3116,double,doubling
3116,double,doubles
3117,satellite,satellite
3117,satellite,satellites
3118,nearby,nearby
3118,nearby,near-by
3119,comprehensive,comprehensive
3120,stable,stable
3120,stable,stabler
3121,medication,medication
3121,medication,medications
3122,script,script
3122,script,scripts
3123,educate,educate
3123,educate,educated
3123,educate,educating
3123,educate,educates
3124,efficient,efficient
3125,risk,risk
3125,risk,risking
3125,risk,risked
3125,risk,risks
3126,welcome,welcome
3127,scare,scare
3127,scare,scared
3127,scare,scares
3127,scare,scaring
3128,psychology,psychology
3128,psychology,psychologies
3129,logic,logic
3129,logic,logics
3130,economics,economics
3131,update,update
3131,update,updates
3132,nevertheless,nevertheless
3133,devil,devil
3133,devil,devils
3134,thirty,thirty
3135,beat,beat
3135,beat,beats
3136,charity,charity
3136,charity,charities
3137,fiber,fiber
3137,fiber,fibers
3138,wave,waved
3138,wave,waving
3138,wave,wave
3138,wave,waves
3139,ideal,ideal
3140,friendship,friendship
3140,friendship,friendships
3141,net,net
3141,net,nets
3141,net,neti
3142,motivation,motivation
3142,motivation,motivations
3143,differently,differently
3144,reserve,reserve
3144,reserve,reserves
3145,observer,observers
3145,observer,observer
3146,humanity,humanity
3147,survivor,survivors
3147,survivor,survivor
3148,fence,fence
3148,fence,fences
3149,quietly,quietly
3150,humor,humor
3150,humor,humour
3150,humor,humors
3150,humor,humours
3151,major,major
3151,major,majors
3151,major,maj
3152,funeral,funeral
3152,funeral,funerals
3153,spokesman,spokesman
3153,spokesman,spokesmen
3154,extension,extension
